"Banque","Type","Adresse"
"credit_mutuel","cooperative","146 AVENUE JEAN JAURES ,  51100 ,  REIMS"
"credit_mutuel","cooperative","23 GRAND PLACE ,  62147 ,  HERMIES"
"credit_mutuel","cooperative","123 AVENUE DE VALENCIENNES ,  59400 ,  CAMBRAI"
"credit_mutuel","cooperative","20 PLACE HENRI IV ,  60300 ,  SENLIS"
"credit_mutuel","cooperative","12 PLACE DE LA LIBERTE ,  95470 ,  FOSSES"
"credit_mutuel","cooperative","24 RUE GAMBETTA ,  60100 ,  CREIL"
"credit_mutuel","cooperative","93 RUE DU GENERAL DE GAULLE ,  60180 ,  NOGENT SUR OISE"
"credit_mutuel","cooperative","142 RUE DU CONNETABLE ,  60500 ,  CHANTILLY"
"credit_mutuel","cooperative","7 PLACE DE LA ROCHEFOUCAULD ,  60140 ,  LIANCOURT"
"credit_mutuel","cooperative","16 RUE DU PRESIDENT WILSON ,  03200 ,  VICHY"
"credit_mutuel","cooperative","42 PLACE VICTOR HUGO ,  03300 ,  CUSSET"
"credit_mutuel","cooperative","53 BOULEVARD LEDRU ROLLIN ,  03500 ,  ST POURCAIN SUR SIOULE"
"credit_mutuel","cooperative","27 AVENUE DU GENERAL DE GAULLE ,  63300 ,  THIERS"
"credit_mutuel","cooperative","1 PLACE MALOUET ,  63200 ,  RIOM"
"credit_mutuel","cooperative","100 AVENUE JEAN JAURES ,  63200 ,  MOZAC"
"credit_mutuel","cooperative","19 RUE DE L HOTEL DE VILLE ,  63430 ,  PONT DU CHATEAU"
"credit_mutuel","cooperative","3 AVENUE DU 8 MAI ,  63118 ,  CEBAZAT"
"credit_mutuel","cooperative","PLACE DU TREVE ,  42430 ,  ST JUST EN CHEVALET"
"credit_mutuel","cooperative","3 PLACE DE LA FONTAINE ,  63100 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","4 RUE CLAUDE PEURIERE ,  42440 ,  NOIRETABLE"
"credit_mutuel","cooperative","26 PLACE DELILLE ,  63000 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","2 PLACE JOSEPH GARDET ,  63800 ,  COURNON D AUVERGNE"
"credit_mutuel","cooperative","59 B BOULEVARD LAFAYETTE ,  63000 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","81 RUE FONTGIEVE ,  63004 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","10 RUE DES SALLES ,  63000 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","61 B RUE BLATIN ,  63000 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","61 RUE BLATIN ,  63000 ,  CLERMONT FERRAND"
"credit_mutuel","cooperative","18 PLACE DU 14 JUILLET ,  03600 ,  COMMENTRY"
"credit_mutuel","cooperative","9 BOULEVARD DE COURTAIS ,  03100 ,  MONTLUCON"
"credit_mutuel","cooperative","59 AVENUE ALBERT THOMAS ,  03100 ,  MONTLUCON"
"credit_mutuel","cooperative","30 RUE NATIONALE ,  18200 ,  ST AMAND MONTROND"
"credit_mutuel","cooperative","27 RUE GAMBETTA ,  03000 ,  MOULINS"
"credit_mutuel","cooperative","26 PLACE JULES FERRY ,  03400 ,  YZEURE"
"credit_mutuel","cooperative","30 B AVENUE DE ROYAT ,  63400 ,  CHAMALIERES"
"credit_mutuel","cooperative","32 AVENUE DU GENERAL DE GAULLE ,  71160 ,  DIGOIN"
"credit_mutuel","cooperative","315 AVENUE CHARLES DE GAULLE ,  42153 ,  RIORGES"
"credit_mutuel","cooperative","23 PLACE VICTOR HUGO ,  42300 ,  ROANNE"
"credit_mutuel","cooperative","2 PLACE DE L HOTEL DE VILLE ,  42300 ,  ROANNE"
"credit_mutuel","cooperative","42 AVENUE DE LA LIBERATION ,  42120 ,  LE COTEAU"
"credit_mutuel","cooperative","31 PLACE BONNYAUD ,  23000 ,  GUERET"
"credit_mutuel","cooperative","25 RUE ZIZIM ,  23400 ,  BOURGANEUF"
"credit_mutuel","cooperative","10 RUE COLBERT ,  08300 ,  RETHEL"
"credit_mutuel","cooperative","9 PLACE DU CHAMP DE FOIRE ,  58302 ,  DECIZE"
"credit_mutuel","cooperative","1 AVENUE JEAN PAUL II ,  71600 ,  PARAY LE MONIAL"
"credit_mutuel","cooperative","26 B RUE DE LA LIBERTE ,  71130 ,  GUEUGNON"
"credit_mutuel","cooperative","8 B PLACE CARNOT ,  58002 ,  NEVERS"
"credit_mutuel","cooperative","88 B RUE HENRY BOUQUILLARD ,  58000 ,  NEVERS"
"credit_mutuel","cooperative","64 BOULEVARD CAMILLE DAGONNEAU ,  58640 ,  VARENNES VAUZELLES"
"credit_mutuel","cooperative","27 RUE NATIONALE ,  71420 ,  GENELARD"
"credit_mutuel","cooperative","15 PLACE DE LA BOUVERIE ,  42190 ,  CHARLIEU"
"credit_mutuel","cooperative","15 AVENUE LAZARE CARNOT ,  83300 ,  DRAGUIGNAN"
"credit_mutuel","cooperative","24 PLACE GENERAL DE GAULLE ,  04000 ,  DIGNE LES BAINS"
"credit_mutuel","cooperative","45 CHEMIN DE L ORME ,  06130 ,  GRASSE"
"credit_mutuel","cooperative","27 AVENUE DE CANNES ,  06370 ,  MOUANS SARTOUX"
"credit_mutuel","cooperative","589 AVENUE DE CANNES ,  06210 ,  MANDELIEU LA NAPOULE"
"credit_mutuel","cooperative","142 AVENUE FRANCIS TONNER ,  06150 ,  CANNES"
"credit_mutuel","cooperative","55 RUE ALBERT EINAUDI ,  83600 ,  FREJUS"
"credit_mutuel","cooperative","14 AVENUE DE LA RESISTANCE ,  06140 ,  VENCE"
"credit_mutuel","cooperative","274 AVENUE DE GRASSE ,  06400 ,  CANNES"
"credit_mutuel","cooperative","98 B BOULEVARD SADI CARNOT ,  06110 ,  LE CANNET"
"credit_mutuel","cooperative","139 QUAI ALBERT 1ER ,  83700 ,  ST RAPHAEL"
"credit_mutuel","cooperative","87 RUE FELIX FAURE ,  06400 ,  CANNES"
"credit_mutuel","cooperative","1 AVENUE DU TAPIS VERT ,  06220 ,  VALLAURIS"
"credit_mutuel","cooperative","8 AVENUE DOCTEUR JULIEN LEFEBVRE ,  06270 ,  VILLENEUVE LOUBET"
"credit_mutuel","cooperative","3 AVENUE DE L HOTEL DES POSTES ,  06800 ,  CAGNES SUR MER"
"credit_mutuel","cooperative","4 AVENUE PIERRE DE COUBERTIN ,  06200 ,  NICE"
"credit_mutuel","cooperative","CARREFOUR DES DIABLES BLEUS ,  06600 ,  ANTIBES"
"credit_mutuel","cooperative","117 BOULEVARD DU PRESIDENT WILSON ,  06160 ,  ANTIBES"
"credit_mutuel","cooperative","73 AVENUE DU GENERAL LECLERC ,  06700 ,  ST LAURENT DU VAR"
"credit_mutuel","cooperative","8 BOULEVARD ELEMIR BOURGES ,  04100 ,  MANOSQUE"
"credit_mutuel","cooperative","4 RUE FAURE DU SERRE ,  05000 ,  GAP"
"credit_mutuel","cooperative","29 RUE DENIS PAPIN ,  84120 ,  PERTUIS"
"credit_mutuel","cooperative","248 AVENUE GABRIEL PERI ,  83470 ,  ST MAXIMIN LA STE BAUME"
"credit_mutuel","cooperative","6 RUE VITRY ,  83170 ,  BRIGNOLES"
"credit_mutuel","cooperative","30 AVENUE DE LA GRANDE BEGUDE ,  13770 ,  VENELLES"
"credit_mutuel","cooperative","34 COURS MIRABEAU ,  13100 ,  AIX EN PROVENCE"
"credit_mutuel","cooperative","531 AVENUE PAUL JULIEN ,  13100 ,  LE THOLONET"
