"Banque","Type","Longitude","Latitude"
"credit_agricole","cooperative",7.708808,48.731734
"credit_agricole","cooperative",6.720851,48.209689
"credit_agricole","cooperative",5.835733,48.207483
"credit_agricole","cooperative",7.359696,48.076664
"credit_agricole","cooperative",7.365909,48.070638
"credit_agricole","cooperative",7.348147,48.071809
"credit_agricole","cooperative",7.365909,48.070638
"credit_agricole","cooperative",7.348147,48.071809
"credit_agricole","cooperative",7.176124,47.808924
"credit_agricole","cooperative",6.270252,48.103655
"credit_agricole","cooperative",5.839041,48.300659
"credit_agricole","cooperative",5.894912,48.180828
"credit_agricole","cooperative",6.879507,48.17254
"credit_agricole","cooperative",6.837775,47.962657
"credit_agricole","cooperative",7.425282,48.325394
"credit_agricole","cooperative",7.119718,47.631082
"credit_agricole","cooperative",6.04482,48.086341
"credit_agricole","cooperative",7.187019,48.942017
"credit_agricole","cooperative",6.228299,48.219973
"credit_agricole","cooperative",7.194128,48.866097
"credit_agricole","cooperative",7.951901,48.763734
"credit_agricole","cooperative",7.77117,48.893746
"credit_agricole","cooperative",7.498472,48.301378
"credit_agricole","cooperative",7.686858,48.58044
"credit_agricole","cooperative",7.306634,48.042672
"credit_agricole","cooperative",5.069595,47.327208
"credit_agricole","cooperative",6.610559,48.093484
"credit_agricole","cooperative",7.354513,47.865266
"credit_agricole","cooperative",7.46412,48.359227
"credit_agricole","cooperative",6.451554,48.159413
"credit_agricole","cooperative",6.434199,48.174567
"credit_agricole","cooperative",6.448445,48.173525
"credit_agricole","cooperative",7.662514,48.42258
"credit_agricole","cooperative",7.715393,48.488662
"credit_agricole","cooperative",7.734169,48.873809
"credit_agricole","cooperative",7.680967,48.489318
"credit_agricole","cooperative",7.313835,47.494185
"credit_agricole","cooperative",7.537319,47.915352
"credit_agricole","cooperative",7.002108,48.184187
"credit_agricole","cooperative",7.874081,48.690169
"credit_agricole","cooperative",7.650196,48.516941
"credit_agricole","cooperative",6.875202,48.069663
"credit_agricole","cooperative",7.705496,48.382956
"credit_agricole","cooperative",5.927376,48.310752
"credit_agricole","cooperative",6.437627,48.19418
"credit_agricole","cooperative",7.814228,48.754448
"credit_agricole","cooperative",7.208463,47.91173
"credit_agricole","cooperative",7.785511,48.811937
"credit_agricole","cooperative",7.791157,48.818836
"credit_agricole","cooperative",7.785511,48.811937
"credit_agricole","cooperative",7.977398,48.90192
"credit_agricole","cooperative",7.910751,48.733218
"credit_agricole","cooperative",7.254216,47.587665
"credit_agricole","cooperative",7.569544,48.757153
"credit_agricole","cooperative",7.755132,48.621628
"credit_agricole","cooperative",7.784965,48.699085
"credit_agricole","cooperative",7.63619,48.559656
"credit_agricole","cooperative",7.392014,48.081525
"credit_agricole","cooperative",5.895402,48.297634
"credit_agricole","cooperative",7.581332,47.593599
"credit_agricole","cooperative",7.707658,48.527758
"credit_agricole","cooperative",7.305874,48.094111
"credit_agricole","cooperative",7.47983,48.873713
"credit_agricole","cooperative",7.595191,48.60269
"credit_agricole","cooperative",6.8733,48.003394
"credit_agricole","cooperative",7.822507,48.661087
"credit_agricole","cooperative",5.780711,48.069654
"credit_agricole","cooperative",7.167025,48.155055
"credit_agricole","cooperative",8.176879,48.974336
"credit_agricole","cooperative",6.765299,47.879399
"credit_agricole","cooperative",6.482757,47.925113
"credit_agricole","cooperative",7.78978,49.006202
"credit_agricole","cooperative",7.279281,48.270641
"credit_agricole","cooperative",5.581135,48.316811
"credit_agricole","cooperative",5.59028,48.318218
"credit_agricole","cooperative",7.680912,48.556153
"credit_agricole","cooperative",7.543974,48.16483
"credit_agricole","cooperative",7.491778,48.621017
"credit_agricole","cooperative",7.381082,48.690373
"credit_agricole","cooperative",5.825775,48.108166
"credit_agricole","cooperative",7.681835,48.866268
"credit_agricole","cooperative",6.133765,48.297796
"credit_agricole","cooperative",7.444461,48.3954
"credit_agricole","cooperative",7.492008,48.541937
"credit_agricole","cooperative",7.492008,48.541937
"credit_agricole","cooperative",5.968385,48.029957
"credit_agricole","cooperative",5.972544,48.030672
"credit_agricole","cooperative",8.153268,48.931476
"credit_agricole","cooperative",6.911986,48.379485
"credit_agricole","cooperative",6.91136,48.379364
"credit_agricole","cooperative",7.31047,47.743579
"credit_agricole","cooperative",7.33715,47.74726
"credit_agricole","cooperative",7.340165,47.745328
"credit_agricole","cooperative",7.33715,47.74726
"credit_agricole","cooperative",7.71561,48.641881
"credit_agricole","cooperative",7.71561,48.641881
"credit_agricole","cooperative",7.138623,48.041008
"credit_agricole","cooperative",7.469016,48.103124
"credit_agricole","cooperative",7.530474,48.016592
"credit_agricole","cooperative",5.693416,48.357034
"credit_agricole","cooperative",7.642022,48.951033
"credit_agricole","cooperative",6.387031,48.305349
"credit_agricole","cooperative",7.686994,48.605159
"credit_agricole","cooperative",7.479683,48.462014
"credit_agricole","cooperative",7.158715,48.126373
"credit_agricole","cooperative",7.232726,47.934398
"credit_agricole","cooperative",7.709061,48.548496
"credit_agricole","cooperative",7.507911,47.785944
"credit_agricole","cooperative",7.296807,47.773318
"credit_agricole","cooperative",6.634952,48.344373
"credit_agricole","cooperative",6.842001,48.406617
"credit_agricole","cooperative",7.751606,48.647625
"credit_agricole","cooperative",6.593786,48.016
"credit_agricole","cooperative",7.703584,48.320277
"credit_agricole","cooperative",7.321858,48.194195
"credit_agricole","cooperative",7.368706,47.750486
"credit_agricole","cooperative",7.399368,47.744056
"credit_agricole","cooperative",8.038275,48.830004
"credit_agricole","cooperative",7.466499,48.49585
"credit_agricole","cooperative",7.300297,47.956884
"credit_agricole","cooperative",6.6631,47.919699
"credit_agricole","cooperative",7.08604,48.939064
"credit_agricole","cooperative",7.369538,47.788421
"credit_agricole","cooperative",7.36143,48.741898
"credit_agricole","cooperative",7.418563,48.285976
"credit_agricole","cooperative",7.712667,48.610321
"credit_agricole","cooperative",7.747615,48.605185
"credit_agricole","cooperative",7.733696,48.610448
"credit_agricole","cooperative",7.21819,48.478232
"credit_agricole","cooperative",8.03952,48.990601
"credit_agricole","cooperative",7.736444,48.821281
"credit_agricole","cooperative",7.453975,48.257436
"credit_agricole","cooperative",8.106717,48.89217
"credit_agricole","cooperative",6.980401,48.395035
"credit_agricole","cooperative",7.048181,47.756011
"credit_agricole","cooperative",7.448006,47.652906
"credit_agricole","cooperative",7.96474,48.830104
"credit_agricole","cooperative",7.229544,47.886512
"credit_agricole","cooperative",7.881721,48.938012
"credit_agricole","cooperative",7.738749,48.582004
"credit_agricole","cooperative",7.734653,48.583797
"credit_agricole","cooperative",7.767706,48.589831
"credit_agricole","cooperative",7.754107,48.576399
"credit_agricole","cooperative",7.72078,48.591222
"credit_agricole","cooperative",7.769615,48.577323
"credit_agricole","cooperative",7.745835,48.58855
"credit_agricole","cooperative",7.734653,48.583797
"credit_agricole","cooperative",7.744059,48.58441
"credit_agricole","cooperative",7.757104,48.569156
"credit_agricole","cooperative",7.767706,48.589831
"credit_agricole","cooperative",7.697812,48.588428
"credit_agricole","cooperative",7.752039,48.579749
"credit_agricole","cooperative",7.760438,48.587093
"credit_agricole","cooperative",7.781095,48.600502
"credit_agricole","cooperative",7.751146,48.589476
"credit_agricole","cooperative",7.60304,48.25071
"credit_agricole","cooperative",7.10167,47.8115
"credit_agricole","cooperative",7.607737,48.663062
"credit_agricole","cooperative",7.610929,48.845366
"credit_agricole","cooperative",7.713306,48.669002
"credit_agricole","cooperative",6.870845,47.940609
"credit_agricole","cooperative",5.935945,48.383125
"credit_agricole","cooperative",7.304879,48.344443
"credit_agricole","cooperative",5.944602,48.202016
"credit_agricole","cooperative",7.445029,48.637578
"credit_agricole","cooperative",7.298493,48.069874
"credit_agricole","cooperative",7.945618,49.03677
"credit_agricole","cooperative",7.337901,47.806084
"credit_agricole","cooperative",7.746017,48.938566
"credit_agricole","cooperative",6.401361,48.043921
"credit_agricole","cooperative",0.020837,47.291006
"credit_agricole","cooperative",0.154382,47.968849
"credit_agricole","cooperative",-0.630935,48.401332
"credit_agricole","cooperative",-0.783851,48.1774
"credit_agricole","cooperative",-0.590632,47.473532
"credit_agricole","cooperative",-0.532862,47.4583
"credit_agricole","cooperative",-0.564829,47.478544
"credit_agricole","cooperative",-0.533086,47.458567
"credit_agricole","cooperative",-0.52336,47.466826
"credit_agricole","cooperative",-0.553867,47.471679
"credit_agricole","cooperative",-0.553311,47.462247
"credit_agricole","cooperative",-0.593708,47.466933
"credit_agricole","cooperative",-0.526371,47.453145
"credit_agricole","cooperative",-0.547239,47.469886
"credit_agricole","cooperative",-0.547456,47.477823
"credit_agricole","cooperative",-0.526513,47.487847
"credit_agricole","cooperative",-0.569994,47.470549
"credit_agricole","cooperative",-0.586202,47.473478
"credit_agricole","cooperative",-0.551946,47.471697
"credit_agricole","cooperative",-0.615165,47.46017
"credit_agricole","cooperative",-0.560002,47.448999
"credit_agricole","cooperative",-0.557328,47.46629
"credit_agricole","cooperative",-0.53306,47.458742
"credit_agricole","cooperative",-0.590632,47.473532
"credit_agricole","cooperative",-0.556616,47.465305
"credit_agricole","cooperative",-0.532862,47.4583
