"Banque","Type","Longitude","Latitude","Adresse"
"credit_mutuel","cooperative",4.824042,50.136667,"48 RUE GAMBETTA ,  08600 ,  GIVET"
"credit_mutuel","cooperative",5.764294,49.52281,"3 RUE MERCY ,  54400 ,  LONGWY"
"credit_mutuel","cooperative",5.778546,49.539431,"40 RUE JEANNE D ARC ,  54350 ,  MONT ST MARTIN"
"credit_mutuel","cooperative",5.767585,49.515394,"PLACE DU GENERAL LECLERC ,  54403 ,  LONGWY"
"credit_mutuel","cooperative",5.784258,49.518563,"114 RUE DE PARIS ,  54440 ,  HERSERANGE"
"credit_mutuel","cooperative",5.80257,49.535625,"85 AVENUE BOGDAN POLITANSKI ,  54810 ,  LONGLAVILLE"
"credit_mutuel","cooperative",5.385114,49.161912,"29 RUE CHAUSSEE ,  55102 ,  VERDUN"
"credit_mutuel","cooperative",5.789908,49.314497,"RUE DE LA CROISETTE ,  54970 ,  LANDRES"
"credit_mutuel","cooperative",4.380849,48.953447,"56 B AVENUE JACQUES SIMON ,  51470 ,  ST MEMMIE"
"credit_mutuel","cooperative",1.608276,42.962613,"11 PLACE DU 59E REGIMENT D INFANTERIE ,  09001 ,  FOIX"
"credit_mutuel","cooperative",1.611305,43.115925,"3 RUE DE LA REPUBLIQUE ,  09104 ,  PAMIERS"
"credit_mutuel","cooperative",1.140467,42.986266,"2 AVENUE ARISTIDE BERGES ,  09200 ,  ST GIRONS"
"credit_mutuel","cooperative",1.47046,43.352785,"16 B ROUTE DE TOULOUSE ,  31190 ,  AUTERIVE"
"credit_mutuel","cooperative",1.225204,43.29735,"7 AVENUE DE TOULOUSE ,  31390 ,  CARBONNE"
"credit_mutuel","cooperative",1.953609,43.317757,"12 RUE MARECHAL FOCH ,  11400 ,  CASTELNAUDARY"
"credit_mutuel","cooperative",1.71705,43.398795,"80 RUE DE LA REPUBLIQUE ,  31290 ,  VILLEFRANCHE DE LAURAGAIS"
"credit_mutuel","cooperative",2.216765,43.054813,"22 RUE JEAN JAURES ,  11300 ,  LIMOUX"
"credit_mutuel","cooperative",1.400775,43.452568,"7 PLACE VINCENT AURIOL ,  31860 ,  LABARTHE SUR LEZE"
"credit_mutuel","cooperative",1.326654,43.458565,"1 QUAI PIERRE CORNUS ,  31600 ,  MURET"
"credit_mutuel","cooperative",1.327738,43.466848,"48 AVENUE JACQUES DOUZANS ,  31600 ,  MURET"
"credit_mutuel","cooperative",1.496332,43.520616,"37 RUE JEAN INGRES ,  31320 ,  CASTANET TOLOSAN"
"credit_mutuel","cooperative",2.307906,43.204175,"585 RUE GASPARD MONGE ,  11000 ,  CARCASSONNE"
"credit_mutuel","cooperative",1.535792,43.529943,"1 RUE DE L AUTAN ,  31670 ,  LABEGE"
"credit_mutuel","cooperative",2.003631,43.458435,"1 RUE MARIUS AUDOUY ,  31250 ,  REVEL"
"credit_mutuel","cooperative",1.407731,43.522698,"11 PLACE DE LA REPUBLIQUE ,  31120 ,  PORTET SUR GARONNE"
"credit_mutuel","cooperative",1.534914,43.550479,"60 AVENUE DE GAMEVILLE ,  31650 ,  ST ORENS DE GAMEVILLE"
"credit_mutuel","cooperative",1.325113,43.516218,"55 RUE DE LA REPUBLIQUE ,  31270 ,  FROUZINS"
"credit_mutuel","cooperative",1.473672,43.546668,"65 AVENUE TOLOSANE ,  31520 ,  RAMONVILLE ST AGNE"
"credit_mutuel","cooperative",2.352568,43.212615,"41 RUE DE VERDUN ,  11002 ,  CARCASSONNE"
"credit_mutuel","cooperative",2.374841,43.491477,"29 RUE EDOUARD BARBEY ,  81200 ,  MAZAMET"
"credit_mutuel","cooperative",1.343305,43.537466,"4 RUE DU PRE VICINAL ,  31270 ,  CUGNAUX"
"credit_mutuel","cooperative",1.484066,43.578672,"284 AVENUE ANTOINE DE SAINT EXUPERY ,  31400 ,  TOULOUSE"
"credit_mutuel","cooperative",0.724633,43.109293,"20 BOULEVARD CHARLES DE GAULLE ,  31800 ,  ST GAUDENS"
"credit_mutuel","cooperative",1.230001,43.535984,"2178 ROUTE DE TARBES ,  31470 ,  FONSORBES"
"credit_mutuel","cooperative",0.383087,43.125436,"68 RUE GEORGES CLEMENCEAU ,  65300 ,  LANNEMEZAN"
"credit_mutuel","cooperative",1.294304,43.564621,"43 AVENUE DES PYRENEES ,  31830 ,  PLAISANCE DU TOUCH"
"credit_mutuel","cooperative",1.344867,43.583932,"55 RUE GASTON DOUMERGUE ,  31170 ,  TOURNEFEUILLE"
"credit_mutuel","cooperative",4.142009,48.536957,"2 RUE DE CHALONS ,  10700 ,  ARCIS SUR AUBE"
"credit_mutuel","cooperative",4.049885,48.312184,"16 B AVENUE ROGER SALENGRO ,  10600 ,  LA CHAPELLE ST LUC"
"credit_mutuel","cooperative",4.074399,48.297909,"5 B RUE DE LA REPUBLIQUE ,  10000 ,  TROYES"
"credit_mutuel","cooperative",4.080606,48.295161,"2 PLACE DU VOULDY ,  10006 ,  TROYES"
"credit_mutuel","cooperative",4.059015,48.294178,"33 AVENUE DU GENERAL GALLIENI ,  10300 ,  STE SAVINE"
"credit_mutuel","cooperative",4.076034,48.290126,"46 AVENUE PIERRE BROSSOLETTE ,  10000 ,  TROYES"
"credit_mutuel","cooperative",4.059072,48.274604,"96 ROUTE D AUXERRE ,  10120 ,  ST ANDRE LES VERGERS"
"credit_mutuel","cooperative",3.726418,48.518389,"21 RUE DE LA BOULE D OR ,  10100 ,  ROMILLY SUR SEINE"
"credit_mutuel","cooperative",4.527404,48.391752,"70 RUE DE L ECOLE MILITAIRE ,  10500 ,  BRIENNE LE CHATEAU"
"credit_mutuel","cooperative",4.584701,48.727007,"20 PLACE DE LA HALLE ,  51300 ,  VITRY LE FRANCOIS"
"credit_mutuel","cooperative",4.361148,48.95552,"11 RUE LOCHET ,  51000 ,  CHALONS EN CHAMPAGNE"
"credit_mutuel","cooperative",4.376508,48.114353,"51 AVENUE DU PR PAUL PORTIER ,  10110 ,  BAR SUR SEINE"
"credit_mutuel","cooperative",4.705009,48.234433,"149 RUE NATIONALE ,  10200 ,  BAR SUR AUBE"
"credit_mutuel","cooperative",4.948163,48.636712,"10 RUE DU DOCTEUR MOUGEOT ,  52100 ,  ST DIZIER"
"credit_mutuel","cooperative",3.301697,48.560656,"3 PLACE SAINT AYOUL ,  77160 ,  PROVINS"
"credit_mutuel","cooperative",3.728897,48.000771,"17 GRANDE RUE ,  89600 ,  ST FLORENTIN"
"credit_mutuel","cooperative",5.141171,48.113727,"68 RUE VICTOIRE DE LA MARNE ,  52004 ,  CHAUMONT"
"credit_mutuel","cooperative",4.575275,47.861898,"5 PLACE MARMONT ,  21400 ,  CHATILLON SUR SEINE"
"credit_mutuel","cooperative",5.333197,47.859507,"70 RUE DIDEROT ,  52200 ,  LANGRES"
"credit_mutuel","cooperative",3.972747,47.85807,"1 B PLACE DE LA REPUBLIQUE ,  89700 ,  TONNERRE"
"credit_mutuel","cooperative",5.160225,48.773826,"3 BOULEVARD DE LA ROCHELLE ,  55000 ,  BAR LE DUC"
"credit_mutuel","cooperative",4.335554,47.621341,"PLACE LEON GAMBETTA ,  21500 ,  MONTBARD"
"credit_mutuel","cooperative",5.692614,48.355621,"26 RUE DE FRANCE ,  88301 ,  NEUFCHATEAU"
"credit_mutuel","cooperative",3.800537,47.815008,"15 RUE MAL DE LATTRE DE TASSIGNY ,  89800 ,  CHABLIS"
"credit_mutuel","cooperative",4.458383,47.54307,"3 AVENUE JEAN JAURES ,  21150 ,  VENAREY LES LAUMES"
"credit_mutuel","cooperative",3.513675,47.963798,"67 AVENUE JEAN JAURES ,  89400 ,  MIGENNES"
"credit_mutuel","cooperative",3.282479,48.199285,"99 RUE DE LA REPUBLIQUE ,  89100 ,  SENS"
"credit_mutuel","cooperative",3.27581,48.213937,"9 RUE LORRAINE ,  89100 ,  ST DENIS LES SENS"
"credit_mutuel","cooperative",3.395177,47.98031,"2 AVENUE GAMBETTA ,  89300 ,  JOIGNY"
"credit_mutuel","cooperative",3.012166,48.556828,"11 PLACE DUPONT PERROT ,  77370 ,  NANGIS"
"credit_mutuel","cooperative",2.957299,48.386017,"19 RUE JEAN JAURES ,  77130 ,  MONTEREAU FAULT YONNE"
"credit_mutuel","cooperative",3.294374,48.081678,"34 RUE CARNOT ,  89500 ,  VILLENEUVE SUR YONNE"
"credit_mutuel","cooperative",2.78878,48.334071,"50 RUE GRANDE ,  77250 ,  MORET LOING ET ORVANNE"
"credit_mutuel","cooperative",2.2445,43.604253,"2 BOULEVARD RAYMOND VITTOZ ,  81100 ,  CASTRES"
"credit_mutuel","cooperative",2.239322,43.608901,"18 PLACE PIERRE FABRE ,  81100 ,  CASTRES"
"credit_mutuel","cooperative",1.815644,43.699739,"15 ALLEES JEAN JAURES ,  81500 ,  LAVAUR"
"credit_mutuel","cooperative",1.983806,43.760907,"34 AVENUE CHARLES DE GAULLE ,  81300 ,  GRAULHET"
"credit_mutuel","cooperative",1.525944,43.585639,"6 ROUTE DE CASTRES ,  31130 ,  QUINT FONSEGRIVES"
"credit_mutuel","cooperative",3.00177,43.18456,"48 RUE JEAN JAURES ,  11100 ,  NARBONNE"
"credit_mutuel","cooperative",3.024255,43.176686,"96 AVENUE DE GRUISSAN ,  11100 ,  NARBONNE"
"credit_mutuel","cooperative",3.216094,43.343352,"24 ALLEES PAUL RIQUET ,  34500 ,  BEZIERS"
"credit_mutuel","cooperative",2.88684,42.69973,"7 COURS LAZARE ESCARGUEL ,  66000 ,  PERPIGNAN"
"credit_mutuel","cooperative",2.881998,42.685595,"230 AVENUE VICTOR DALBIEZ ,  66000 ,  PERPIGNAN"
"credit_mutuel","cooperative",3.248164,43.347777,"16 AVENUE DE LA VOIE DOMITIENNE ,  34500 ,  BEZIERS"
"credit_mutuel","cooperative",2.906551,42.68705,"41 BOULEVARD JOHN FITZGERALD KENNEDY ,  66100 ,  PERPIGNAN"
"credit_mutuel","cooperative",2.935329,42.680293,"1 CHEMIN DE SAINT GAUDERIQUE ,  66330 ,  CABESTANY"
"credit_mutuel","cooperative",3.477854,43.299078,"1 RUE GRAND CAP ,  34300 ,  AGDE"
"credit_mutuel","cooperative",3.424423,43.461722,"2 AVENUE FRANCOIS HUE ,  34120 ,  PEZENAS"
"credit_mutuel","cooperative",3.696528,43.404877,"15 QUAI MAL DE LATTRE DE TASSIGNY ,  34200 ,  SETE"
"credit_mutuel","cooperative",3.754975,43.447776,"27 AVENUE GENERAL DE GAULLE ,  34110 ,  FRONTIGNAN"
"credit_mutuel","cooperative",3.828529,43.575559,"5 ROUTE DE MONTPELLIER ,  34430 ,  ST JEAN DE VEDAS"
"credit_mutuel","cooperative",3.842635,43.617106,"81 RUE MARIUS CARRIEU ,  34080 ,  MONTPELLIER"
"credit_mutuel","cooperative",2.886162,43.958698,"21 BOULEVARD CHARLES DE GAULLE ,  12400 ,  ST AFFRIQUE"
"credit_mutuel","cooperative",3.864119,43.597206,"59 AVENUE DE TOULOUSE ,  34070 ,  MONTPELLIER"
"credit_mutuel","cooperative",3.9038,43.569816,"172 PLACE ARAGON ,  34970 ,  LATTES"
"credit_mutuel","cooperative",3.878666,43.607259,"18 BOULEVARD VICTOR HUGO ,  34000 ,  MONTPELLIER"
"credit_mutuel","cooperative",2.761807,44.521406,"24 BOULEVARD JOSEPH POULENC ,  12500 ,  ESPALION"
"credit_mutuel","cooperative",2.573115,44.362814,"10 B AVENUE DE LA GINESTE ,  12000 ,  RODEZ"
"credit_mutuel","cooperative",2.575089,44.349099,"2 RUE EUGENE VIALA ,  12000 ,  RODEZ"
"credit_mutuel","cooperative",2.445262,44.927777,"9 AVENUE GAMBETTA ,  15000 ,  AURILLAC"
"credit_mutuel","cooperative",3.079035,44.100492,"10 AVENUE JEAN JAURES ,  12100 ,  MILLAU"
"credit_mutuel","cooperative",3.498071,44.516076,"7 BOULEVARD HENRI BOURRILLON ,  48000 ,  MENDE"
"credit_mutuel","cooperative",2.033262,44.607116,"8 QUAI ALBERT BESSIERES ,  46100 ,  FIGEAC"
"credit_mutuel","cooperative",2.037461,44.348664,"9 PLACE DE LA REPUBLIQUE ,  12200 ,  VILLEFRANCHE DE ROUERGUE"
"credit_mutuel","cooperative",3.089298,45.032855,"10 COURS SPY DES TERNES ,  15100 ,  ST FLOUR"
"credit_mutuel","cooperative",2.146133,43.934562,"19 BOULEVARD DE STRASBOURG ,  81000 ,  ALBI"
"credit_mutuel","cooperative",2.144983,43.926095,"7 PLACE LAPEROUSE ,  81000 ,  ALBI"
"credit_mutuel","cooperative",2.133761,43.919513,"51 AVENUE FRANCOIS VERDIER ,  81000 ,  ALBI"
"credit_mutuel","cooperative",2.335659,45.219358,"15 AVENUE CHARLES PERIE ,  15200 ,  MAURIAC"
"credit_mutuel","cooperative",1.897604,43.900434,"8 PLACE DE LA LIBERATION ,  81600 ,  GAILLAC"
"credit_mutuel","cooperative",3.385592,45.293536,"CITE LAFAYETTE ,  43100 ,  BRIOUDE"
"credit_mutuel","cooperative",3.880593,45.028691,"16 AVENUE CHARLES MASSOT ,  43750 ,  VALS PRES LE PUY"
"credit_mutuel","cooperative",1.440225,44.450453,"19 BOULEVARD GAMBETTA ,  46000 ,  CAHORS"
"credit_mutuel","cooperative",4.078423,44.122908,"15 RUE DE LA REPUBLIQUE ,  30100 ,  ALES"
"credit_mutuel","cooperative",3.864122,43.628348,"4 PLACE EMILE MARTIN ,  34090 ,  MONTPELLIER"
"credit_mutuel","cooperative",3.895895,43.632852,"3 AVENUE ARISTIDE BRIAND ,  34170 ,  CASTELNAU LE LEZ"
"credit_mutuel","cooperative",3.898888,43.62702,"140 ROUTE DE LA POMPIGNANE ,  34170 ,  CASTELNAU LE LEZ"
"credit_mutuel","cooperative",1.535858,44.161205,"33 BOULEVARD LEONCE GRANIE ,  82300 ,  CAUSSADE"
"credit_mutuel","cooperative",1.370444,44.029604,"845 AVENUE JEAN MOULIN ,  82000 ,  MONTAUBAN"
"credit_mutuel","cooperative",1.377816,44.00857,"110 RUE FRANCOIS MAURIAC ,  82000 ,  MONTAUBAN"
"credit_mutuel","cooperative",1.355621,44.022229,"1 GRAND RUE VILLENOUVELLE ,  82000 ,  MONTAUBAN"
"credit_mutuel","cooperative",1.356824,44.016821,"8 ALLEE DE L EMPEREUR ,  82000 ,  MONTAUBAN"
"credit_mutuel","cooperative",1.685815,43.773476,"2 PLACE JEAN JAURES ,  81370 ,  ST SULPICE LA POINTE"
"credit_mutuel","cooperative",5.374398,43.414256,"ROUTE NATIONALE 113 ,  13170 ,  LES PENNES MIRABEAU"
"credit_mutuel","cooperative",5.258482,43.435885,"43 AVENUE DENIS PADOVANI ,  13127 ,  VITROLLES"
"credit_mutuel","cooperative",5.242141,43.416828,"803 BOULEVARD ABBADIE ,  13730 ,  ST VICTORET"
"credit_mutuel","cooperative",5.359177,43.345721,"85 AVENUE DE SAINT LOUIS ,  13015 ,  MARSEILLE"
"credit_mutuel","cooperative",5.216182,43.417063,"11 COURS MIRABEAU ,  13700 ,  MARIGNANE"
"credit_mutuel","cooperative",5.497144,43.297676,"85 ROUTE DES CAMOINS ,  13011 ,  MARSEILLE"
"credit_mutuel","cooperative",5.479574,43.291348,"8 ROUTE DE LA SABLIERE ,  13011 ,  MARSEILLE"
"credit_mutuel","cooperative",5.446465,43.29614,"97 AVENUE WILLIAM BOOTH ,  13012 ,  MARSEILLE"
"credit_mutuel","cooperative",5.414074,43.304252,"26 RUE MONTAIGNE ,  13012 ,  MARSEILLE"
"credit_mutuel","cooperative",5.51722,43.281257,"160 BOULEVARD VOLTAIRE ,  13821 ,  LA PENNE SUR HUVEAUNE"
"credit_mutuel","cooperative",5.399862,43.3076,"221 AVENUE DES CHARTREUX ,  13004 ,  MARSEILLE"
"credit_mutuel","cooperative",5.421653,43.280899,"159 BOULEVARD DE PONT DE VIVAUX ,  13010 ,  MARSEILLE"
"credit_mutuel","cooperative",5.400824,43.297752,"1 A BOULEVARD SAKAKINI ,  13004 ,  MARSEILLE"
"credit_mutuel","cooperative",5.568028,43.293241,"4 B COURS MARECHAL FOCH ,  13400 ,  AUBAGNE"
"credit_mutuel","cooperative",5.383668,43.299218,"47 ALLEE LEON GAMBETTA ,  13001 ,  MARSEILLE"
"credit_mutuel","cooperative",5.379453,43.297172,"65 LA CANEBIERE ,  13001 ,  MARSEILLE"
"credit_mutuel","cooperative",5.373441,43.306749,"105 AVENUE CAMILLE PELLETAN ,  13003 ,  MARSEILLE"
"credit_mutuel","cooperative",5.385097,43.28613,"4 BOULEVARD BAILLE ,  13006 ,  MARSEILLE"
"credit_mutuel","cooperative",5.408938,43.265127,"19 BOULEVARD DE SAINTE MARGUERITE ,  13009 ,  MARSEILLE"
"credit_mutuel","cooperative",5.37182,43.298888,"33 RUE DE LA REPUBLIQUE ,  13002 ,  MARSEILLE"
"credit_mutuel","cooperative",5.386096,43.269435,"141 AVENUE DU PRADO ,  13008 ,  MARSEILLE"
"credit_mutuel","cooperative",4.627205,43.676143,"66 RUE DE LA REPUBLIQUE ,  13200 ,  ARLES"
"credit_mutuel","cooperative",4.65687,43.803614,"7 COURS ARISTIDE BRIAND ,  13150 ,  TARASCON"
"credit_mutuel","cooperative",4.810133,43.638132,"3 AVENUE DE LA REPUBLIQUE ,  13310 ,  ST MARTIN DE CRAU"
"credit_mutuel","cooperative",4.830266,43.78757,"26 BOULEVARD MARCEAU ,  13210 ,  ST REMY DE PROVENCE"
"credit_mutuel","cooperative",4.363407,43.82172,"102 ALLEE DE SEVILLE ,  30900 ,  NIMES"
"credit_mutuel","cooperative",4.352505,43.828423,"84 B AVENUE JEAN JAURES ,  30900 ,  NIMES"
"credit_mutuel","cooperative",4.355256,43.837144,"8 PLACE QUESTEL ,  30902 ,  NIMES"
"credit_mutuel","cooperative",4.855585,43.884285,"3 AVENUE LEO LAGRANGE ,  13160 ,  CHATEAURENARD"
"credit_mutuel","cooperative",5.001106,43.583401,"6 RUE CURIE ,  13140 ,  MIRAMAS"
"credit_mutuel","cooperative",4.98806,43.511735,"28 AVENUE HELENE BOUCHER ,  13800 ,  ISTRES"
"credit_mutuel","cooperative",4.944786,43.435677,"8 AVENUE JEAN JAURES ,  13270 ,  FOS SUR MER"
"credit_mutuel","cooperative",4.138121,43.67583,"26 PLACE DENFERT ROCHEREAU ,  34400 ,  LUNEL"
"credit_mutuel","cooperative",5.566441,43.256935,"2 AVENUE CHARCOT ,  13470 ,  CARNOUX EN PROVENCE"
"credit_mutuel","cooperative",5.540161,43.213649,"14 RUE DE L ARENE ,  13260 ,  CASSIS"
"credit_mutuel","cooperative",5.416976,43.258383,"46 BOULEVARD DU CABOT ,  13009 ,  MARSEILLE"
"credit_mutuel","cooperative",5.605065,43.174093,"RUE BOURONNE ,  13600 ,  LA CIOTAT"
"credit_mutuel","cooperative",5.403673,43.246172,"105 RUE EMILE ZOLA ,  13009 ,  MARSEILLE"
"credit_mutuel","cooperative",5.392086,43.264397,"217 AVENUE DE MAZARGUES ,  13008 ,  MARSEILLE"
"credit_mutuel","cooperative",5.167963,43.477111,"14 AVENUE DE LA LIBERATION ,  13130 ,  BERRE L ETANG"
"credit_mutuel","cooperative",5.162411,43.39099,"58 CHEMIN DE PATAFLOUX ,  13220 ,  CHATEAUNEUF LES MARTIGUES"
"credit_mutuel","cooperative",5.056778,43.402334,"7 ESPLANADE DES BELGES ,  13500 ,  MARTIGUES"
"credit_mutuel","cooperative",4.985289,43.406324,"15 RUE CHARLES NEDELEC ,  13110 ,  PORT DE BOUC"
"credit_mutuel","cooperative",5.693397,43.183309,"246 CONTRE ALLEE DU RIGAUDON ,  83270 ,  ST CYR SUR MER"
"credit_mutuel","cooperative",5.380904,43.266106,"494 AVENUE DU PRADO ,  13008 ,  MARSEILLE"
"credit_mutuel","cooperative",5.801847,43.117769,"21 QUAI DU GEN CHARLES DE GAULLE ,  83110 ,  SANARY SUR MER"
"credit_mutuel","cooperative",5.860854,43.12755,"1256 AVENUE JEAN MONNET ,  83190 ,  OLLIOULES"
"credit_mutuel","cooperative",5.840726,43.09262,"24 PLACE DES POILUS ,  83140 ,  SIX FOURS LES PLAGES"
"credit_mutuel","cooperative",5.364616,43.301787,"17 QUAI DE LA JOLIETTE ,  13002 ,  MARSEILLE"
"credit_mutuel","cooperative",5.358591,43.288725,"8 AVENUE DE LA CORSE ,  13007 ,  MARSEILLE"
"credit_mutuel","cooperative",5.381205,43.266298,"490 AVENUE DU PRADO ,  13008 ,  MARSEILLE"
"credit_mutuel","cooperative",-0.164217,49.127288,"1 RUE DE TROARN ,  14370 ,  ARGENCES"
"credit_mutuel","cooperative",-0.30517,49.188402,"3 RUE LEOPOLD SENGHOR ,  14460 ,  COLOMBELLES"
"credit_mutuel","cooperative",-0.350608,49.150121,"47 AVENUE JEAN VILAR ,  14123 ,  IFS"
"credit_mutuel","cooperative",-0.35228,49.169733,"107 RUE DE FALAISE ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.352314,49.177555,"11 RUE DE LA GARE ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.330884,49.202931,"19 AVENUE DE LA GRANDE CAVEE ,  14200 ,  HEROUVILLE ST CLAIR"
"credit_mutuel","cooperative",-0.353714,49.178205,"19 QUAI DE JUILLET ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.353739,49.178295,"40 AVENUE DU 6 JUIN ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.357691,49.177831,"17 RUE DU 11 NOVEMBRE ,  14052 ,  CAEN"
"credit_mutuel","cooperative",-0.357725,49.184001,"6 QUAI VENDEUVRE ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.376425,49.139987,"12 RUE QUADRANT ,  14123 ,  FLEURY SUR ORNE"
"credit_mutuel","cooperative",-0.361805,49.181594,"116 BOULEVARD MARECHAL LECLERC ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.033183,49.0187,"41 RUE DE FALAISE ,  14170 ,  ST PIERRE EN AUGE"
"credit_mutuel","cooperative",-0.367162,49.182071,"10 RUE ECUYERE ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.391868,49.173634,"15 AVENUE HENRY CHERON ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.396672,49.180938,"18 BOULEVARD GEORGES POMPIDOU ,  14000 ,  CAEN"
"credit_mutuel","cooperative",-0.09676,49.286087,"20 RUE PAUL CANTA ,  14160 ,  DIVES SUR MER"
"credit_mutuel","cooperative",-0.259873,49.285158,"35 AVENUE DE LA MER ,  14150 ,  OUISTREHAM"
"credit_mutuel","cooperative",-0.708001,49.278963,"8 RUE SAINT PATRICE ,  14400 ,  BAYEUX"
"credit_mutuel","cooperative",-0.872626,49.241914,"10 RUE DE BALLEROY ,  14330 ,  LE MOLAY LITTRY"
"credit_mutuel","cooperative",-0.652593,49.080769,"30 RUE GEORGES CLEMENCEAU ,  14310 ,  VILLERS BOCAGE"
"credit_mutuel","cooperative",-0.37359,49.297344,"14 RUE LOUIS LELIEVRE ,  14440 ,  DOUVRES LA DELIVRANDE"
"credit_mutuel","cooperative",-0.631853,49.021458,"1 RUE DE CAEN ,  14260 ,  LES MONTS D AUNAY"
"credit_mutuel","cooperative",-1.101797,49.318012,"27 PLACE DU GENERAL DE GAULLE ,  14230 ,  ISIGNY SUR MER"
"credit_mutuel","cooperative",-0.476657,48.985446,"1 RUE DE CONDE ,  14220 ,  LE HOM"
"credit_mutuel","cooperative",-0.199721,48.896609,"7 PLACE BELLE CROIX ,  14700 ,  FALAISE"
"credit_mutuel","cooperative",-0.550645,48.849979,"27 RUE DU VIEUX CHATEAU ,  14110 ,  CONDE EN NORMANDIE"
"credit_mutuel","cooperative",-0.498959,48.81091,"12 PLACE SAINT VIGOR ,  61430 ,  ATHIS VAL DE ROUVRE"
"credit_mutuel","cooperative",-0.567938,48.747728,"15 PLACE CHARLESTON ,  61100 ,  FLERS"
"credit_mutuel","cooperative",-0.538231,48.711505,"14 BOULEVARD DU GENERAL DE GAULLE ,  61440 ,  MESSEI"
"credit_mutuel","cooperative",-0.729903,48.764182,"73 GRANDE RUE ,  61800 ,  TINCHEBRAY"
"credit_mutuel","cooperative",-0.368469,48.698785,"4 RUE DU DOCTEUR PETIT ,  61220 ,  BRIOUZE"
"credit_mutuel","cooperative",-0.243719,48.764197,"8 RUE DE LA ROCHE ,  61210 ,  PUTANGES LE LAC"
"credit_mutuel","cooperative",-0.89035,48.839452,"25 RUE GENERAL LECLERC ,  14500 ,  VIRE NORMANDIE"
"credit_mutuel","cooperative",-0.711372,48.645496,"5 RUE SAINT MICHEL ,  61700 ,  LONLAY L ABBAYE"
"credit_mutuel","cooperative",-0.645156,48.591931,"7 RUE DU MARECHAL FOCH ,  61700 ,  DOMFRONT EN POIRAIE"
"credit_mutuel","cooperative",-0.919542,48.724626,"20 RUE GENERAL MILLET ,  50150 ,  SOURDEVAL"
"credit_mutuel","cooperative",-0.35624,48.589968,"15 RUE DU CHATEAU ,  61600 ,  LA FERTE MACE"
"credit_mutuel","cooperative",-0.41794,48.557281,"1 AVENUE ROBERT COUSIN ,  61140 ,  BAGNOLES DE L ORNE NORMANDIE"
"credit_mutuel","cooperative",-0.481056,48.534044,"27 RUE DE DOMFRONT ,  61140 ,  LA CHAPELLE D ANDAINE"
"credit_mutuel","cooperative",0.082151,49.365655,"15 RUE DES BAINS ,  14360 ,  TROUVILLE SUR MER"
"credit_mutuel","cooperative",0.185282,49.286161,"25 RUE SAINT MICHEL ,  14130 ,  PONT L EVEQUE"
"credit_mutuel","cooperative",0.231929,49.41987,"21 RUE DU DAUPHIN ,  14600 ,  HONFLEUR"
"credit_mutuel","cooperative",0.128863,49.484112,"11 QUAI DE LA MARNE ,  76600 ,  LE HAVRE"
"credit_mutuel","cooperative",0.341971,49.345404,"70 RUE CONSTANT FOUCHE ,  27210 ,  BEUZEVILLE"
"credit_mutuel","cooperative",0.142737,49.505688,"21 RUE JOSEPH MADEC ,  76610 ,  LE HAVRE"
"credit_mutuel","cooperative",0.13077,49.499965,"178 RUE MARECHAL JOFFRE ,  76600 ,  LE HAVRE"
"credit_mutuel","cooperative",0.109479,49.493089,"56 PLACE DE L HOTEL DE VILLE ,  76600 ,  LE HAVRE"
"credit_mutuel","cooperative",0.10479,49.490929,"63 PLACE DES HALLES CENTRALES ,  76600 ,  LE HAVRE"
"credit_mutuel","cooperative",0.100285,49.506442,"22 RUE IRENE JOLIOT CURIE ,  76620 ,  LE HAVRE"
"credit_mutuel","cooperative",0.191496,49.545341,"34 PLACE FRANCOIS MITTERRAND ,  76290 ,  MONTIVILLIERS"
"credit_mutuel","cooperative",0.084504,49.509345,"3 RUE DE VITANVAL ,  76310 ,  STE ADRESSE"
"credit_mutuel","cooperative",0.358393,49.529802,"20 PLACE THEODULE BENOIST ,  76430 ,  ST ROMAIN DE COLBOSC"
"credit_mutuel","cooperative",0.516356,49.357611,"5 PLACE DE VERDUN ,  27500 ,  PONT AUDEMER"
"credit_mutuel","cooperative",0.472696,49.57236,"44 RUE DE LA REPUBLIQUE ,  76210 ,  BOLBEC"
"credit_mutuel","cooperative",0.533772,49.518997,"4 PLACE DU GENERAL DE GAULLE ,  76170 ,  LILLEBONNE"
"credit_mutuel","cooperative",0.223213,49.145132,"78 RUE HENRY CHERON ,  14100 ,  LISIEUX"
"credit_mutuel","cooperative",-1.245883,49.304704,"17 RUE SEBLINE ,  50500 ,  CARENTAN LES MARAIS"
"credit_mutuel","cooperative",-1.317905,49.408806,"55 RUE DU GENERAL DE GAULLE ,  50480 ,  STE MERE EGLISE"
"credit_mutuel","cooperative",-1.101456,49.11635,"5 RUE DU CREUSET ,  50009 ,  ST LO"
"credit_mutuel","cooperative",-1.097941,49.114386,"103 RUE TORTERON ,  50000 ,  ST LO"
