"Banque","Type","Adresse","Longitude","Latitude"
"Société Générale","Lucrative","11 BD EMILE BOREL12400 ST-AFFRIQUE",2.88945,43.957121
"Société Générale","Lucrative","6 R STE EMILIE DE RODAT12200 VILLEFRANCHE DE ROUERGUE",2.034834,44.350006
"Société Générale","Lucrative","26 CRS SEXTIUS13100 AIX-EN-PROVENCE",5.442216,43.527134
"Société Générale","Lucrative","27 SQ ABBE BLAISE13080 LUYNES",5.418753,43.485359
"Société Générale","Lucrative","10 AV PASTEUR13100 AIX-EN-PROVENCE",5.446072,43.53332
"Société Générale","Lucrative","15 PL WALDECK-ROUSSEAU13540 PUYRICARD",5.422766,43.581251
"Société Générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE",5.437265,43.512421
"Société Générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE",5.437265,43.512421
"Société Générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE",5.437265,43.512421
"Société Générale","Lucrative","16 CRS MIRABEAU13100 AIX-EN-PROVENCE",5.442216,43.527134
"Société Générale","Lucrative","645 RTE DE BERRE13090 AIX-EN-PROVENCE",5.409067,43.53503
"Société Générale","Lucrative","RUE GUILLAUME DU VAIR13090 AIX LES MILLES",5.40478,43.507925
"Société Générale","Lucrative","565 AV MARCELIN BERTHELOT13290 AIX EN PROVENCE",5.372629,43.491145
"Société Générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE",5.437265,43.512421
"Société Générale","Lucrative","67 CRS GAMBETTA13100 AIX-EN-PROVENCE",5.442216,43.527134
"Société Générale","Lucrative","31 RUE DE LA REPUBLIQUE13200 ARLES",4.626307,43.676403
"Société Générale","Lucrative","31 RUE DE LA REPUBLIQUE13200 ARLES",4.626307,43.676403
"Société Générale","Lucrative","75 BIS AV DE STALINGRAD13200 ARLES",4.637264,43.690077
